Mean_Correlation,Cluster
0.1846673685543351,2
0.0596994368020768,2
0.1485145061246882,2
0.2570541496512047,2
0.0773327747070109,2
0.1144359781106605,2
0.091428571428572,2
0.2311361139146498,2
0.3333333333333334,2
0.2967331347997445,2
0.0922057022466002,2
0.3121498703797776,2
0.0658251022745267,2
0.25,2
0.125,2
0.4265713670150258,2
0.1247164886868389,2
0.1635899531335142,2
0.1405457440825066,2
0.0661957226261177,2
0.0527503103086768,2
0.088,2
0.2110557517374202,2
0.232,2
0.3198113150070939,2
0.0581818181818184,2
0.1288534226505263,2
0.1050314168536726,2
0.0436347618370855,2
0.0601973352711033,2
0.048718362392714,2
0.2266666666666666,2
0.1160634862432341,2
0.0509399135183577,2
0.0696946165166461,2
0.3518600080526208,2
0.2156061806781476,2
0.0500251532987258,2
0.1257595856445338,2
0.080082962073851,2
0.2101760598400019,2
0.095294602280558,2
0.0832115886461881,2
0.0763237144833302,2
0.0796641348096489,2
0.1259245191382565,2
0.2541050604882431,2
0.3002305913554274,2
0.2438914054661786,2
0.3949103172314451,2
0.2892111270722411,2
0.3511417827230539,2
0.3477991702910308,2
0.2647459679443828,2
0.546666666666667,2
0.3626283124723504,2
0.3757129837450981,2
0.2221921640642933,2
0.1566917415190285,2
0.3315758771807108,2
0.0935555142684551,2
0.0794116407307533,2
0.0707891336597283,2
0.52,2
0.0792259979060999,2
0.0513390974195613,2
0.277083807553021,2
0.1801421997116398,2
0.1024144025308017,2
0.1217399279875963,2
0.0581810617472415,2
0.1263780678545736,2
0.1021569349290746,2
0.5,2
0.6400000000000025,2
0.125,2
0.0971428571428571,2
0.25,2
0.1217663878667522,2
0.1502896057807373,2
0.7062768268738719,2
0.0758403714911238,2
0.0797916206577934,2
0.0899679068028523,2
0.4083539346407924,2
0.3970751735390882,2
0.2164401672981348,2
0.1451912173229019,2
0.0915660930382366,2
0.4047122059222834,2
0.1666666666666665,2
0.6400000000000017,2
0.5800000000000023,2
0.1959115127655127,2
0.0887203355606597,2
0.2457440494422275,2
0.2049872166563686,2
0.0890614272540136,2
0.3333333333333333,2
0.1309240694522308,2
0.252221228207086,2
0.3386755056235166,2
0.2430356326979729,2
0.0886184224209765,2
0.1267829679470047,2
0.117692884126989,2
0.0713284075767281,2
0.281358746559268,2
0.0417820116309191,2
0.093142426775897,2
0.3428571428571427,2
0.2947801024783031,2
0.1359458788037954,2
0.1491912925736884,2
0.1976874079557686,2
0.6400000000000011,2
0.2698237297914604,2
0.6008898417291817,2
0.1409572979461329,2
0.1618683616861364,2
0.1315896637065038,2
0.102637251025397,2
0.3350454417636206,2
0.1055721932410533,2
0.0341714585286729,2
0.2133333333333336,2
0.1771241717089637,2
0.1124250210864171,2
0.069485118508519,2
0.25,2
0.2222686627354184,2
0.0624999999999999,2
0.5000000000000001,2
0.1527684550671376,2
0.4533333333333328,2
0.0659818579032056,2
0.0787551931825163,2
0.0976357919253726,2
0.3198402981183994,2
0.1281994702253335,2
0.1537867397894899,2
0.1666666666666666,2
0.0690575638310541,2
0.1347153562992292,2
0.0577652246961441,2
0.3031589696013433,2
0.1334000082470111,2
0.1386832931427661,2
0.2240975172206958,2
0.2178598567143905,2
0.0707377651210086,2
0.0832432432432432,2
0.2586609538558797,2
0.0733272288685044,2
0.648817608808095,2
0.0755805502344765,2
0.111655507228057,2
0.3826239330304844,2
0.0643647120925168,2
0.3385786554401233,2
0.1849305056499079,2
0.232,2
0.0745512482480993,2
0.1061499688585895,2
0.0380000000000002,2
0.1293230044069553,2
0.1503344497407358,2
0.2182012284401967,2
0.3040348983102003,2
0.2567123998490556,2
0.0791491278936988,2
0.1013532171391992,2
0.0558572536117046,2
0.0517565957495096,2
0.25,2
0.1819697365729871,2
0.1152876475522714,2
0.1335748050250249,2
0.5,2
0.1428571428571428,2
0.1945410803645537,2
0.1025,2
0.1224096521143762,2
0.1753846153846154,2
0.0538137420611151,2
0.1023294347722293,2
0.2624139192080394,2
0.4427741688772771,2
0.4258361905700452,2
0.2941229308868918,2
0.1397465722488705,2
0.2217562903985071,2
0.4999999999999997,2
0.1108854715520907,2
0.1384121691324102,2
0.0773708377359077,2
0.0552794711351258,2
0.0817129123964427,2
0.1642391278149452,2
0.3608395274444794,2
0.0794680727092174,2
0.1690940478076624,2
0.1790207467786997,2
0.1049537807695053,2
0.5341811419937761,2
0.6676697362825614,2
0.1308403285023228,2
0.1485714285714285,2
0.2518745305412888,2
0.229191327559342,2
0.5466666666666662,2
0.3110294485535955,2
0.1892687964119721,2
0.1406050306713544,2
0.1270468238019936,2
0.114409501594502,2
0.0621112334369416,2
0.3489542137375989,2
0.237864524174781,2
0.1098913941165534,2
0.1724623137006207,2
0.0904411619562468,2
0.1202471055247809,2
0.0645905743703463,2
0.1410092413078972,2
0.0908440611933319,2
0.1703200730360055,2
0.3333333333333332,2
0.1462837527961419,2
0.2262630760459532,2
0.2755125466307994,2
0.2401906418184393,2
0.3558443712281162,2
0.3927717236296511,2
0.2450173789097054,2
0.2602079750170295,2
0.3894756443756869,2
0.6143336309184613,2
0.1464541613211735,2
0.0780952380952381,2
0.1422222222222222,2
0.3639081775277007,2
0.1233105986560865,2
0.1194706386182344,2
0.1364445732887987,2
0.3072188972274425,2
0.3025555905025198,2
0.0699359321389891,2
0.1112439325579162,2
0.0669581026589202,2
0.2466899545363008,2
0.1217604206833049,2
0.25,2
0.1596107112259249,2
0.0762209110110278,2
0.3042623279347113,2
0.1029686694505255,2
0.1666666666666666,2
0.2124445894364939,2
0.5,2
0.2502597297010484,2
0.2381178961455579,2
0.2246340142010936,2
0.2420285823688263,2
0.6786988696951177,2
0.2538595153795594,2
0.6727109676727315,2
0.4007147763303468,2
0.1619068447334888,2
0.1309507217770611,2
0.1698431430377692,2
0.4466799425011747,2
0.0920145346833045,2
0.1046089466078711,2
0.1205346776885643,2
0.3176376240275989,2
0.081758057305427,2
0.1754336933338774,2
0.135876968726643,2
0.144880272903132,2
0.1348391096349776,2
0.1757074314638529,2
0.1455836767625911,2
0.185089841127892,2
0.1029720202257981,2
0.5,2
0.4021771472811055,2
0.10305909347641,2
0.2126978365141045,2
0.1799217273689583,2
0.2579468345810668,2
0.3964388399956712,2
0.5440166991506649,2
0.4092924636856025,2
0.4467822739189184,2
0.1617135240527047,2
0.1644531831020569,2
0.0838997229005087,2
0.1226484755546724,2
0.2755399599952665,2
0.1428571428571432,2
0.0687973799114849,2
0.3606653491829583,2
0.083922438066654,2
0.1655360870981673,2
0.3390565291190863,2
0.1260992897848454,2
0.0705776484482062,2
0.1047357325751459,2
0.0632166641807499,2
0.4746465154343929,2
0.1262105667114105,2
0.25,2
0.0624701205404135,2
0.1774177515146615,2
0.2429418441641018,2
0.1473576748984095,2
0.0711111111111111,2
0.0988613961479682,2
0.6400000000000005,2
0.2305603994522643,2
0.1535188583199625,2
0.2191524003262619,2
0.1860080551976311,2
0.1162292178978917,2
0.1138086460987163,2
0.0937780478038092,2
0.1014790439151007,2
0.0697780206259718,2
0.1666666666666666,2
0.1538461538461543,2
0.4646761121033296,2
0.1113417591538582,2
0.1133096089350438,2
0.1933333333333335,2
0.1534940452859505,2
0.06,2
0.1261125786196216,2
0.4533333333333333,2
0.1300360259440919,2
0.1211281322909907,2
0.1125000000000003,2
0.0903733054884859,2
0.1341176470588235,2
0.0607541272519344,2
0.3315667596122568,2
0.473459723591832,2
0.1222951337664858,2
0.1589185161785071,2
0.0847496288509927,2
